Transaction,date_time,period_day,weekday_weekend,Bread,Scandinavian,Hot chocolate,Jam,Cookies,Muffin,Coffee,Soup,Cake,Juice
2876,9/12/2016 14:36,afternoon,weekday,0,0,1,0,1,1,0,1,0,0
2877,9/12/2016 14:49,afternoon,weekday,1,0,1,0,1,0,0,0,1,0
2877,9/12/2016 14:49,afternoon,weekday,0,1,1,1,1,0,0,1,1,1
2877,9/12/2016 14:49,afternoon,weekday,1,0,1,0,1,0,1,0,0,0
2877,9/12/2016 14:49,afternoon,weekday,1,1,1,1,1,1,0,0,1,1
2878,9/12/2016 15:04,afternoon,weekday,0,0,1,0,0,1,0,1,1,0
2879,9/12/2016 15:25,afternoon,weekday,0,1,0,1,1,1,1,0,0,0
2880,9/12/2016 15:26,afternoon,weekday,0,1,1,1,1,1,0,0,1,1
2881,9/12/2016 15:38,afternoon,weekday,0,1,0,0,1,0,1,1,1,1
2882,9/12/2016 15:43,afternoon,weekday,0,1,0,0,0,1,1,0,0,1
2882,9/12/2016 15:43,afternoon,weekday,1,0,0,0,0,0,1,1,1,1
2884,9/12/2016 15:54,afternoon,weekday,0,1,1,0,0,1,0,1,0,0
2884,9/12/2016 15:54,afternoon,weekday,1,0,1,0,1,1,1,1,1,0
2885,9/12/2016 15:59,afternoon,weekday,0,1,1,1,0,0,0,1,1,1
2886,9/12/2016 16:03,afternoon,weekday,1,0,1,0,1,0,0,0,0,0
2887,9/12/2016 16:16,afternoon,weekday,1,0,1,1,0,0,0,1,1,1
2887,9/12/2016 16:16,afternoon,weekday,1,1,1,1,1,0,1,0,1,0
2887,9/12/2016 16:16,afternoon,weekday,0,0,1,1,0,0,0,0,0,1
2887,9/12/2016 16:16,afternoon,weekday,0,1,0,0,0,0,1,0,0,1
2888,9/12/2016 16:18,afternoon,weekday,0,0,0,1,0,0,1,0,1,0
2888,9/12/2016 16:18,afternoon,weekday,1,1,1,1,1,1,1,1,0,0
2888,9/12/2016 16:18,afternoon,weekday,1,1,0,1,1,1,1,0,1,1
2888,9/12/2016 16:18,afternoon,weekday,0,1,0,0,1,1,0,0,1,0
2888,9/12/2016 16:18,afternoon,weekday,1,1,0,0,1,1,1,0,1,0
2889,10/12/2016 8:19,morning,weekend,0,0,0,0,0,0,0,1,1,1
2889,10/12/2016 8:19,morning,weekend,1,1,1,0,0,0,0,1,0,0
2889,10/12/2016 8:19,morning,weekend,0,0,1,0,0,1,0,1,0,1
2890,10/12/2016 8:50,morning,weekend,1,0,1,1,0,1,0,0,0,0
2891,10/12/2016 8:53,morning,weekend,0,0,0,1,1,0,0,0,0,1
2892,10/12/2016 8:55,morning,weekend,0,0,1,0,0,1,1,1,0,1
2893,10/12/2016 9:10,morning,weekend,1,0,0,1,0,0,0,1,0,1
2893,10/12/2016 9:10,morning,weekend,1,0,1,0,0,0,0,1,0,1
2893,10/12/2016 9:10,morning,weekend,1,1,0,1,1,1,1,1,0,0
2893,10/12/2016 9:10,morning,weekend,1,0,1,0,1,0,0,1,1,0
2894,10/12/2016 9:14,morning,weekend,0,1,1,1,1,0,1,1,0,1
2894,10/12/2016 9:14,morning,weekend,0,1,0,1,0,1,1,1,1,1
2895,10/12/2016 9:16,morning,weekend,0,1,1,0,1,1,0,1,0,0
2896,10/12/2016 9:18,morning,weekend,1,0,1,1,1,1,1,0,0,1
2897,10/12/2016 9:19,morning,weekend,0,0,1,1,1,0,1,1,1,1
2898,10/12/2016 9:38,morning,weekend,0,0,1,0,0,0,0,1,0,1
2898,10/12/2016 9:38,morning,weekend,1,0,1,1,0,0,1,0,0,1
2899,10/12/2016 9:40,morning,weekend,1,0,1,1,0,1,0,1,0,0
2899,10/12/2016 9:40,morning,weekend,1,0,0,1,1,0,1,1,1,1
2899,10/12/2016 9:40,morning,weekend,1,0,0,0,1,1,1,1,0,1
2900,10/12/2016 9:54,morning,weekend,1,0,1,1,0,1,1,1,0,1
2900,10/12/2016 9:54,morning,weekend,1,1,0,1,0,0,0,1,1,0
2901,10/12/2016 10:01,morning,weekend,1,0,0,1,0,0,1,0,0,0
2901,10/12/2016 10:01,morning,weekend,0,1,0,0,0,1,0,1,1,0
2901,10/12/2016 10:01,morning,weekend,1,1,0,0,0,1,1,0,1,0
2902,10/12/2016 10:09,morning,weekend,0,1,1,0,0,1,1,0,1,1
2902,10/12/2016 10:09,morning,weekend,0,1,0,1,1,0,0,0,0,0
2903,10/12/2016 10:12,morning,weekend,1,0,1,1,0,1,1,1,0,0
2903,10/12/2016 10:12,morning,weekend,1,1,0,1,0,0,1,0,0,0
2903,10/12/2016 10:12,morning,weekend,1,0,0,0,0,0,1,1,1,1
2903,10/12/2016 10:12,morning,weekend,0,0,1,0,0,0,1,1,1,1
2903,10/12/2016 10:12,morning,weekend,1,0,0,1,0,1,0,1,0,1
2904,10/12/2016 10:14,morning,weekend,1,0,0,1,0,0,1,1,0,0
2904,10/12/2016 10:14,morning,weekend,0,0,0,0,1,0,1,1,0,0
2904,10/12/2016 10:14,morning,weekend,1,1,0,0,0,0,0,1,1,0
2905,10/12/2016 10:17,morning,weekend,0,1,0,1,1,1,0,0,0,1
2905,10/12/2016 10:17,morning,weekend,0,0,1,1,1,1,0,0,1,1
2906,10/12/2016 10:19,morning,weekend,0,1,0,1,1,1,1,0,1,0
2907,10/12/2016 10:31,morning,weekend,0,0,0,0,1,0,0,0,0,0
2907,10/12/2016 10:31,morning,weekend,1,0,1,1,1,1,0,0,1,1
2908,10/12/2016 10:37,morning,weekend,0,1,1,0,1,0,0,1,1,0
2908,10/12/2016 10:37,morning,weekend,0,1,0,0,0,0,0,0,0,0
2908,10/12/2016 10:37,morning,weekend,0,1,0,1,0,1,0,0,1,0
2908,10/12/2016 10:37,morning,weekend,1,0,0,1,0,0,1,0,1,0
2909,10/12/2016 10:39,morning,weekend,0,0,0,0,1,1,0,0,0,1
2909,10/12/2016 10:39,morning,weekend,0,0,1,0,0,1,0,1,1,1
2909,10/12/2016 10:39,morning,weekend,0,1,0,0,0,0,1,0,0,1
2910,10/12/2016 10:42,morning,weekend,1,0,1,1,1,0,1,1,1,0
2911,10/12/2016 10:46,morning,weekend,0,0,0,0,1,1,1,0,0,0
2912,10/12/2016 10:48,morning,weekend,0,1,1,0,0,0,0,0,0,0
2912,10/12/2016 10:48,morning,weekend,1,0,1,0,1,0,1,1,1,0
2912,10/12/2016 10:48,morning,weekend,0,0,0,0,1,1,1,1,0,1
2913,10/12/2016 11:05,morning,weekend,0,0,0,1,1,0,1,0,1,1
2914,10/12/2016 11:12,morning,weekend,0,1,0,1,1,0,1,1,0,0
2914,10/12/2016 11:12,morning,weekend,1,0,0,0,1,1,0,1,0,0
2914,10/12/2016 11:12,morning,weekend,0,0,1,0,0,0,1,1,0,0
2915,10/12/2016 11:14,morning,weekend,1,0,0,0,1,0,0,1,1,0
2915,10/12/2016 11:14,morning,weekend,0,1,1,0,0,1,0,0,0,1
2916,10/12/2016 11:15,morning,weekend,1,1,1,0,0,0,1,1,0,1
2916,10/12/2016 11:15,morning,weekend,1,0,1,0,1,1,1,0,1,0
2917,10/12/2016 11:24,morning,weekend,1,1,1,0,1,0,1,1,0,1
2917,10/12/2016 11:24,morning,weekend,1,0,1,1,0,0,1,0,1,0
2918,10/12/2016 11:37,morning,weekend,0,1,1,0,0,1,1,1,1,1
2918,10/12/2016 11:37,morning,weekend,0,0,1,1,0,1,1,0,1,1
2919,10/12/2016 11:41,morning,weekend,1,0,0,1,0,1,1,1,0,1
2919,10/12/2016 11:41,morning,weekend,1,0,1,1,1,1,0,0,0,0
2920,10/12/2016 11:41,morning,weekend,1,1,0,1,1,0,1,1,1,1
2920,10/12/2016 11:41,morning,weekend,1,0,1,1,0,0,0,1,0,1
2921,10/12/2016 11:43,morning,weekend,1,0,1,0,1,0,0,1,0,0
2922,10/12/2016 11:50,morning,weekend,0,0,0,1,1,1,0,1,0,1
2923,10/12/2016 11:51,morning,weekend,1,0,1,0,0,0,1,1,0,0
2924,10/12/2016 11:58,morning,weekend,0,1,1,0,1,1,1,1,1,1
2925,10/12/2016 12:02,afternoon,weekend,1,0,0,0,1,1,0,1,1,1
2925,10/12/2016 12:02,afternoon,weekend,0,0,0,0,1,0,0,0,0,0
2926,10/12/2016 12:03,afternoon,weekend,0,1,1,0,1,0,1,0,1,1
2926,10/12/2016 12:03,afternoon,weekend,0,0,1,0,1,1,1,1,0,1
2926,10/12/2016 12:03,afternoon,weekend,0,0,0,1,1,0,1,1,0,1
2927,10/12/2016 12:13,afternoon,weekend,1,0,0,1,1,1,0,1,0,0
2927,10/12/2016 12:13,afternoon,weekend,0,1,1,1,0,1,1,1,0,0
2928,10/12/2016 12:14,afternoon,weekend,1,0,0,0,1,1,0,1,0,0
2928,10/12/2016 12:14,afternoon,weekend,1,0,1,0,1,1,1,1,0,1
2928,10/12/2016 12:14,afternoon,weekend,0,1,1,0,1,0,1,1,0,1
2929,10/12/2016 12:15,afternoon,weekend,1,0,1,0,0,0,1,0,1,0
2930,10/12/2016 12:19,afternoon,weekend,0,0,1,1,1,1,0,0,1,1
2931,10/12/2016 12:21,afternoon,weekend,0,1,1,1,0,0,1,1,1,1
2931,10/12/2016 12:21,afternoon,weekend,0,1,1,0,0,0,0,1,1,0
2932,10/12/2016 12:25,afternoon,weekend,0,0,1,0,1,1,0,0,1,0
2932,10/12/2016 12:25,afternoon,weekend,1,0,0,1,0,1,0,1,1,0
2933,10/12/2016 13:00,afternoon,weekend,0,1,0,1,0,0,1,0,0,0
2933,10/12/2016 13:00,afternoon,weekend,1,1,0,1,0,1,0,0,1,0
2934,10/12/2016 13:02,afternoon,weekend,1,1,1,0,1,0,1,0,0,0
2935,10/12/2016 13:02,afternoon,weekend,0,1,1,1,0,0,0,1,1,1
2936,10/12/2016 13:06,afternoon,weekend,1,1,0,1,1,1,0,0,0,0
2936,10/12/2016 13:06,afternoon,weekend,0,1,1,0,1,0,1,0,1,0
2937,10/12/2016 13:15,afternoon,weekend,0,1,0,1,0,1,0,0,0,0
2938,10/12/2016 13:16,afternoon,weekend,0,1,0,0,0,0,1,1,1,1
2938,10/12/2016 13:16,afternoon,weekend,1,0,1,0,0,1,1,1,1,0
2939,10/12/2016 13:21,afternoon,weekend,1,1,1,1,0,1,1,0,1,1
2939,10/12/2016 13:21,afternoon,weekend,1,0,1,1,1,0,1,1,0,0
2939,10/12/2016 13:21,afternoon,weekend,1,1,0,1,1,1,0,1,0,0
2940,10/12/2016 13:23,afternoon,weekend,1,1,1,1,1,1,1,0,1,1
2941,10/12/2016 13:28,afternoon,weekend,1,0,0,0,1,0,0,0,1,1
2941,10/12/2016 13:28,afternoon,weekend,1,1,0,0,0,1,1,1,0,0
2941,10/12/2016 13:28,afternoon,weekend,0,1,0,0,1,1,0,0,0,0
2941,10/12/2016 13:28,afternoon,weekend,1,1,0,1,0,1,0,1,0,0
2942,10/12/2016 13:29,afternoon,weekend,1,0,0,0,1,1,0,0,1,0
2942,10/12/2016 13:29,afternoon,weekend,1,0,1,0,0,1,1,1,1,1
2942,10/12/2016 13:29,afternoon,weekend,0,0,0,0,0,0,1,1,0,0
2943,10/12/2016 13:39,afternoon,weekend,1,1,0,1,0,1,0,0,1,1
2944,10/12/2016 13:54,afternoon,weekend,0,1,0,1,0,1,0,1,0,0
2944,10/12/2016 13:54,afternoon,weekend,0,1,0,1,0,0,1,1,1,1
2944,10/12/2016 13:54,afternoon,weekend,1,0,1,1,1,1,0,1,0,1
2945,10/12/2016 13:58,afternoon,weekend,0,0,0,1,0,0,1,1,1,0
2945,10/12/2016 13:58,afternoon,weekend,0,1,1,1,0,1,0,0,1,1
2946,10/12/2016 14:00,afternoon,weekend,1,1,0,0,0,1,0,0,1,1
2946,10/12/2016 14:00,afternoon,weekend,0,1,1,1,0,1,0,0,1,1
2946,10/12/2016 14:00,afternoon,weekend,1,1,1,1,1,0,0,0,1,0
2946,10/12/2016 14:00,afternoon,weekend,0,1,0,0,0,0,0,0,1,1
2948,10/12/2016 14:03,afternoon,weekend,0,0,0,0,0,1,0,1,0,0
2949,10/12/2016 14:30,afternoon,weekend,1,1,0,1,0,1,0,0,1,0
2949,10/12/2016 14:30,afternoon,weekend,1,0,1,1,1,1,0,0,1,1
2949,10/12/2016 14:30,afternoon,weekend,0,0,0,0,0,1,1,0,0,1
2950,10/12/2016 14:37,afternoon,weekend,1,0,0,0,1,1,0,1,1,0
2951,10/12/2016 14:44,afternoon,weekend,1,0,0,1,1,0,1,0,0,0
2951,10/12/2016 14:44,afternoon,weekend,1,1,0,0,0,0,1,1,1,0
2952,10/12/2016 15:04,afternoon,weekend,1,1,1,1,1,0,1,1,1,0
2952,10/12/2016 15:04,afternoon,weekend,1,1,1,1,0,0,1,1,1,1
2952,10/12/2016 15:04,afternoon,weekend,1,1,0,0,1,1,1,1,0,0
2953,10/12/2016 15:05,afternoon,weekend,1,0,1,1,1,0,1,0,0,1
2954,10/12/2016 15:10,afternoon,weekend,1,0,1,0,0,0,1,1,1,0
2954,10/12/2016 15:10,afternoon,weekend,1,1,1,0,1,0,1,1,0,0
2955,10/12/2016 15:18,afternoon,weekend,1,0,0,0,0,1,0,0,1,1
2956,10/12/2016 15:33,afternoon,weekend,0,0,1,0,1,0,1,0,1,1
2956,10/12/2016 15:33,afternoon,weekend,1,0,1,0,0,0,1,1,1,0
2957,10/12/2016 15:46,afternoon,weekend,0,0,0,0,1,1,0,0,0,0
2957,10/12/2016 15:46,afternoon,weekend,1,0,1,1,1,1,0,1,0,1
2957,10/12/2016 15:46,afternoon,weekend,1,1,0,0,0,0,0,0,0,1
2957,10/12/2016 15:46,afternoon,weekend,1,0,0,0,0,1,1,0,0,0
2957,10/12/2016 15:46,afternoon,weekend,0,0,0,0,1,1,1,0,1,1
2957,10/12/2016 15:46,afternoon,weekend,1,0,0,0,0,0,1,1,1,1
2958,10/12/2016 15:54,afternoon,weekend,1,0,1,0,1,0,1,0,0,0
2959,10/12/2016 16:07,afternoon,weekend,1,0,0,1,1,1,0,0,0,0
2959,10/12/2016 16:07,afternoon,weekend,1,1,1,0,1,0,1,1,0,1
2959,10/12/2016 16:07,afternoon,weekend,1,1,0,1,0,1,1,0,1,0
2960,10/12/2016 16:09,afternoon,weekend,1,1,0,0,1,1,1,0,1,1
2960,10/12/2016 16:09,afternoon,weekend,1,0,1,0,1,0,0,1,1,1
2961,10/12/2016 16:10,afternoon,weekend,1,1,1,0,0,1,0,0,1,0
2961,10/12/2016 16:10,afternoon,weekend,1,0,0,1,1,1,0,1,1,0
2962,10/12/2016 16:12,afternoon,weekend,1,0,1,1,0,0,0,1,0,0
2962,10/12/2016 16:12,afternoon,weekend,0,1,0,1,0,0,1,1,1,1
2962,10/12/2016 16:12,afternoon,weekend,1,1,1,0,0,1,0,1,1,1
2963,10/12/2016 16:23,afternoon,weekend,1,1,0,1,0,0,1,1,1,1
2964,10/12/2016 16:24,afternoon,weekend,0,1,0,1,0,1,0,0,0,1
2964,10/12/2016 16:24,afternoon,weekend,0,1,1,0,1,0,1,0,1,1
2966,10/12/2016 16:30,afternoon,weekend,0,0,0,1,0,0,0,0,1,1
2967,10/12/2016 16:40,afternoon,weekend,0,0,0,0,0,1,0,0,1,0
2967,10/12/2016 16:40,afternoon,weekend,0,1,1,1,0,1,0,1,0,1
2968,10/12/2016 16:44,afternoon,weekend,1,0,0,0,0,0,0,1,1,0
2968,10/12/2016 16:44,afternoon,weekend,0,0,1,1,1,0,0,0,1,0
2968,10/12/2016 16:44,afternoon,weekend,0,1,1,1,0,0,0,0,1,1
2969,10/12/2016 16:45,afternoon,weekend,0,0,0,0,0,1,0,0,1,0
2969,10/12/2016 16:45,afternoon,weekend,0,0,1,0,0,1,0,0,1,1
2970,10/12/2016 16:46,afternoon,weekend,1,1,0,0,1,0,1,1,0,0
2971,10/12/2016 17:12,evening,weekend,0,0,1,1,0,1,1,0,1,1
2972,11/12/2016 9:08,morning,weekend,0,1,0,1,0,1,1,0,1,0
2973,11/12/2016 9:11,morning,weekend,0,0,0,0,1,1,1,0,1,1
2973,11/12/2016 9:11,morning,weekend,1,1,0,1,1,1,1,1,0,0
2974,11/12/2016 9:14,morning,weekend,0,1,0,0,1,0,1,0,1,1
2974,11/12/2016 9:14,morning,weekend,0,1,0,0,0,1,1,1,0,1
2975,11/12/2016 9:16,morning,weekend,1,0,0,1,0,1,1,1,0,0
2976,11/12/2016 9:24,morning,weekend,1,1,1,1,0,1,0,0,0,1
2976,11/12/2016 9:24,morning,weekend,1,0,1,0,0,1,1,0,1,1
2977,11/12/2016 9:29,morning,weekend,1,0,1,0,0,1,1,1,1,0
2977,11/12/2016 9:29,morning,weekend,1,1,0,1,0,0,0,1,0,0
2978,11/12/2016 9:32,morning,weekend,1,1,1,0,0,1,1,0,1,1
2978,11/12/2016 9:32,morning,weekend,1,0,1,1,0,1,0,1,0,0
2979,11/12/2016 9:35,morning,weekend,1,1,0,0,1,0,1,0,1,0
2979,11/12/2016 9:35,morning,weekend,0,0,1,1,0,0,1,0,0,0
2980,11/12/2016 9:38,morning,weekend,1,0,0,0,1,0,1,0,0,1
2980,11/12/2016 9:38,morning,weekend,0,0,1,1,1,0,1,1,0,0
2981,11/12/2016 10:01,morning,weekend,0,0,1,0,1,0,1,1,1,0
2982,11/12/2016 10:04,morning,weekend,0,0,0,1,0,0,1,1,0,0
2983,11/12/2016 10:08,morning,weekend,1,0,1,0,0,1,0,0,1,1
2984,11/12/2016 10:16,morning,weekend,0,0,0,0,0,0,0,0,1,0
2985,11/12/2016 10:55,morning,weekend,0,1,1,0,0,1,1,1,0,0
2985,11/12/2016 10:55,morning,weekend,1,0,0,1,0,1,1,0,1,1
2985,11/12/2016 10:55,morning,weekend,1,0,0,1,1,0,0,1,0,0
2985,11/12/2016 10:55,morning,weekend,1,0,0,0,1,1,0,0,0,0
2985,11/12/2016 10:55,morning,weekend,0,1,0,0,1,0,0,1,0,0
2985,11/12/2016 10:55,morning,weekend,1,1,0,1,1,1,1,1,0,1
2985,11/12/2016 10:55,morning,weekend,0,0,0,0,1,1,1,0,1,0
2986,11/12/2016 10:56,morning,weekend,1,0,0,1,1,1,0,0,1,1
2987,11/12/2016 11:00,morning,weekend,1,0,1,0,0,0,0,1,0,0
2987,11/12/2016 11:00,morning,weekend,0,1,1,1,0,0,0,1,0,1
2987,11/12/2016 11:00,morning,weekend,1,1,1,1,0,0,1,0,1,0
2987,11/12/2016 11:00,morning,weekend,1,1,1,0,1,1,1,1,1,0
2987,11/12/2016 11:00,morning,weekend,1,0,1,1,1,1,1,0,1,0
2988,11/12/2016 11:11,morning,weekend,1,1,0,1,0,0,1,0,1,1
2989,11/12/2016 11:13,morning,weekend,1,1,0,0,1,0,1,1,1,1
2990,11/12/2016 11:29,morning,weekend,1,1,1,1,0,0,1,1,0,1
2990,11/12/2016 11:29,morning,weekend,0,1,0,1,0,0,0,0,1,0
2990,11/12/2016 11:29,morning,weekend,1,0,0,1,0,0,1,1,1,0
2990,11/12/2016 11:29,morning,weekend,0,1,1,0,0,1,0,0,1,0
2991,11/12/2016 11:36,morning,weekend,1,1,1,0,0,1,0,1,0,0
2991,11/12/2016 11:36,morning,weekend,0,1,0,1,1,1,1,1,0,1
2991,11/12/2016 11:36,morning,weekend,0,1,1,1,0,1,1,0,1,0
2992,11/12/2016 11:42,morning,weekend,1,0,0,0,0,0,1,1,0,0
2993,11/12/2016 11:43,morning,weekend,0,1,1,0,0,0,0,0,1,0
2994,11/12/2016 11:47,morning,weekend,1,0,1,0,1,1,0,1,0,1
2994,11/12/2016 11:47,morning,weekend,0,0,1,1,0,0,1,0,1,1
2994,11/12/2016 11:47,morning,weekend,1,1,0,0,0,0,0,1,1,1
2994,11/12/2016 11:47,morning,weekend,0,1,1,0,0,1,0,0,1,1
2995,11/12/2016 11:57,morning,weekend,0,0,1,0,1,0,1,0,0,1
2996,11/12/2016 12:00,afternoon,weekend,1,1,0,0,1,0,1,1,1,1
2996,11/12/2016 12:00,afternoon,weekend,0,1,0,0,1,0,0,1,0,1
2996,11/12/2016 12:00,afternoon,weekend,1,1,0,1,0,1,1,0,1,0
2996,11/12/2016 12:00,afternoon,weekend,0,1,0,0,1,0,1,0,1,0
2997,11/12/2016 12:06,afternoon,weekend,0,0,0,0,0,1,1,0,0,1
2998,11/12/2016 12:07,afternoon,weekend,0,0,1,1,1,0,0,1,1,1
3000,11/12/2016 12:45,afternoon,weekend,0,1,1,0,0,0,1,1,1,0
3000,11/12/2016 12:45,afternoon,weekend,0,1,0,0,0,1,1,0,0,1
3001,11/12/2016 12:47,afternoon,weekend,0,1,0,1,1,1,0,1,0,1
3002,11/12/2016 12:59,afternoon,weekend,1,1,1,0,1,0,1,1,1,1
3002,11/12/2016 12:59,afternoon,weekend,1,1,1,0,0,1,1,1,1,1
3002,11/12/2016 12:59,afternoon,weekend,1,0,1,0,0,0,0,0,0,1
3003,11/12/2016 13:02,afternoon,weekend,1,1,1,0,0,0,1,0,1,1
3003,11/12/2016 13:02,afternoon,weekend,1,1,1,1,0,0,1,0,0,0
3004,11/12/2016 13:05,afternoon,weekend,0,0,0,0,0,1,1,0,0,0
3004,11/12/2016 13:05,afternoon,weekend,1,0,0,0,0,0,0,1,1,0
3005,11/12/2016 13:08,afternoon,weekend,1,0,1,1,1,1,0,1,0,1
3005,11/12/2016 13:08,afternoon,weekend,0,0,0,0,1,1,0,0,0,1
3006,11/12/2016 13:33,afternoon,weekend,1,0,1,0,0,1,0,0,0,1
3006,11/12/2016 13:33,afternoon,weekend,1,0,0,1,1,1,1,1,1,0
3006,11/12/2016 13:33,afternoon,weekend,1,0,1,1,0,1,0,0,0,1
3007,11/12/2016 13:34,afternoon,weekend,1,1,1,0,0,1,0,0,1,1
3008,11/12/2016 13:42,afternoon,weekend,0,0,0,0,1,1,1,1,0,0
3009,11/12/2016 13:43,afternoon,weekend,1,1,1,1,1,0,1,1,0,1
3009,11/12/2016 13:43,afternoon,weekend,0,0,1,0,1,1,1,1,1,0
3009,11/12/2016 13:43,afternoon,weekend,1,1,1,0,1,0,1,0,1,0
3010,11/12/2016 13:51,afternoon,weekend,1,0,1,0,1,1,0,1,1,0
3010,11/12/2016 13:51,afternoon,weekend,0,1,0,0,1,0,1,0,0,0
3010,11/12/2016 13:51,afternoon,weekend,0,1,1,1,0,0,0,0,0,1
3011,11/12/2016 13:54,afternoon,weekend,0,1,1,0,1,0,1,0,1,1
3011,11/12/2016 13:54,afternoon,weekend,1,1,0,1,1,0,1,0,1,1
3013,11/12/2016 14:21,afternoon,weekend,0,0,0,1,0,1,1,0,0,1
3013,11/12/2016 14:21,afternoon,weekend,1,0,0,0,0,0,0,0,0,0
3015,11/12/2016 14:29,afternoon,weekend,0,0,0,0,1,1,1,1,1,1
3017,11/12/2016 14:32,afternoon,weekend,0,1,1,1,0,0,0,1,0,0
3017,11/12/2016 14:32,afternoon,weekend,0,0,1,1,0,1,1,1,1,0
3018,11/12/2016 15:04,afternoon,weekend,1,1,0,1,1,1,0,0,1,1
3019,11/12/2016 15:16,afternoon,weekend,0,1,1,1,1,0,0,1,0,1
3019,11/12/2016 15:16,afternoon,weekend,0,1,0,1,1,1,0,0,1,0
3020,11/12/2016 15:26,afternoon,weekend,1,0,0,1,1,1,1,1,1,1
3020,11/12/2016 15:26,afternoon,weekend,1,0,0,1,0,1,0,0,1,0
3021,11/12/2016 15:27,afternoon,weekend,1,0,1,1,1,1,0,0,1,1
3022,11/12/2016 15:48,afternoon,weekend,0,0,0,1,0,0,1,0,1,1
3023,12/12/2016 8:51,morning,weekday,1,0,1,1,1,1,0,1,0,1
3024,12/12/2016 8:52,morning,weekday,0,1,0,1,1,1,1,0,0,0
3025,12/12/2016 8:54,morning,weekday,0,0,1,1,0,1,0,1,1,0
3025,12/12/2016 8:54,morning,weekday,1,1,0,0,0,0,0,1,1,1
3026,12/12/2016 8:58,morning,weekday,0,1,1,1,0,0,0,0,1,0
3026,12/12/2016 8:58,morning,weekday,1,1,1,0,1,0,1,0,0,0
3026,12/12/2016 8:58,morning,weekday,1,0,1,1,1,1,0,1,0,0
3027,12/12/2016 9:02,morning,weekday,0,1,1,0,0,1,1,1,1,0
3027,12/12/2016 9:02,morning,weekday,0,0,0,1,1,0,0,0,0,1
3028,12/12/2016 9:13,morning,weekday,0,1,1,0,1,0,0,1,0,1
3029,12/12/2016 9:28,morning,weekday,0,0,1,0,0,0,0,0,0,1
3029,12/12/2016 9:28,morning,weekday,0,0,0,0,0,1,1,0,1,0
3030,12/12/2016 10:00,morning,weekday,0,0,0,0,1,1,0,1,1,0
3031,12/12/2016 10:09,morning,weekday,1,0,1,1,1,0,1,1,1,1
3031,12/12/2016 10:09,morning,weekday,0,1,0,0,1,1,0,1,1,0
3031,12/12/2016 10:09,morning,weekday,0,0,1,0,1,1,0,1,0,0
3031,12/12/2016 10:09,morning,weekday,0,1,0,1,1,0,0,0,1,1
3032,12/12/2016 10:16,morning,weekday,0,0,1,1,0,1,1,0,1,0
3032,12/12/2016 10:16,morning,weekday,0,1,1,1,0,0,0,0,1,0
3033,12/12/2016 10:36,morning,weekday,1,0,0,0,1,0,0,1,0,0
3033,12/12/2016 10:36,morning,weekday,0,1,0,1,0,0,0,0,0,1
3033,12/12/2016 10:36,morning,weekday,1,0,1,0,0,0,0,0,0,1
3033,12/12/2016 10:36,morning,weekday,0,0,1,1,1,0,0,1,1,0
3034,12/12/2016 10:38,morning,weekday,1,0,0,1,0,0,1,0,0,1
3034,12/12/2016 10:38,morning,weekday,0,1,1,1,1,1,1,1,1,0
3034,12/12/2016 10:38,morning,weekday,1,1,0,1,0,1,1,0,0,0
3035,12/12/2016 11:14,morning,weekday,1,0,1,1,1,1,1,0,1,1
3036,12/12/2016 11:23,morning,weekday,0,0,0,1,0,0,0,1,0,0
3037,12/12/2016 11:29,morning,weekday,1,1,1,1,0,1,1,0,1,1
3037,12/12/2016 11:29,morning,weekday,0,1,0,1,0,1,0,1,0,0
3037,12/12/2016 11:29,morning,weekday,1,0,1,1,0,1,1,0,0,1
3037,12/12/2016 11:29,morning,weekday,0,1,1,1,0,1,0,1,0,1
3038,12/12/2016 11:30,morning,weekday,1,1,1,0,1,1,1,0,0,1
3039,12/12/2016 11:31,morning,weekday,0,1,0,0,1,0,1,1,0,0
3039,12/12/2016 11:31,morning,weekday,0,0,1,1,1,1,1,1,1,1
3040,12/12/2016 11:54,morning,weekday,0,0,0,0,1,0,0,0,1,0
3041,12/12/2016 11:57,morning,weekday,1,0,0,1,1,0,0,0,1,0
3041,12/12/2016 11:57,morning,weekday,0,0,1,0,1,0,0,1,1,0
3042,12/12/2016 12:17,afternoon,weekday,1,0,1,0,0,1,0,0,0,0
3042,12/12/2016 12:17,afternoon,weekday,1,1,1,0,0,1,1,0,1,1
3042,12/12/2016 12:17,afternoon,weekday,1,0,1,1,1,1,0,0,1,0
3042,12/12/2016 12:17,afternoon,weekday,1,0,0,1,1,0,0,1,1,0
3043,12/12/2016 12:22,afternoon,weekday,0,0,0,1,1,0,0,0,0,1
3044,12/12/2016 12:23,afternoon,weekday,1,0,1,1,1,0,1,1,1,1
3045,12/12/2016 12:35,afternoon,weekday,1,0,1,0,0,1,0,0,1,0
3045,12/12/2016 12:35,afternoon,weekday,0,0,1,0,1,1,0,0,1,0
3046,12/12/2016 12:55,afternoon,weekday,1,0,0,0,1,1,1,0,1,1
3046,12/12/2016 12:55,afternoon,weekday,0,1,0,0,0,0,1,0,1,0
3046,12/12/2016 12:55,afternoon,weekday,0,0,0,0,1,1,1,1,1,0
3046,12/12/2016 12:55,afternoon,weekday,1,1,0,0,0,0,1,0,1,0
3046,12/12/2016 12:55,afternoon,weekday,0,1,1,1,1,0,0,0,0,0
